id,team_id,full_name,position,corsi_pct,fenwick_pct,on_ice_shots_pct,wrist_shot_shots,wrist_shot_goals,slap_shot_shots,slap_shot_goals,backhand_shot_shots,backhand_shot_goals,tip_shot_shots,tip_shot_goals,snap_shot_shots,snap_shot_goals,wrap_around_shot_shots,wrap_around_shot_goals,offensive_zone_starts,defensive_zone_starts,neutral_zone_starts
42e1ba9c-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Justin Abdelkader,F,0.46,0.445,0.443,0.66,0.07,0.15,0.0,0.18,0.0,0.08,0.01,0.2,0.0,0.03,0.0,4.14,5.41,5.03
afd19d31-bf6b-4f95-8c89-fe27f81cb3f8,44169bb9-0f24-11e2-8525-18a905767e44,Danny DeKeyser,D,0.477,0.466,0.474,0.71,0.04,0.23,0.02,0.02,0.0,0.04,0.02,0.13,0.02,0.0,0.0,6.63,11.23,7.65
42f1b619-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Thomas Vanek,F,0.471,0.468,0.465,0.81,0.13,0.3,0.06,0.06,0.0,0.14,0.03,0.23,0.0,0.06,0.02,6.73,2.73,4.53
80722ea0-7df7-4213-9e98-0ec5de853586,44169bb9-0f24-11e2-8525-18a905767e44,Dennis Cholowski,D,0.502,0.492,0.483,0.75,0.1,0.42,0.02,0.0,0.0,0.0,0.0,0.17,0.02,0.02,0.0,7.56,4.06,5.67
44c3468a-3222-4538-92be-194cd9076ccd,44169bb9-0f24-11e2-8525-18a905767e44,Luke Witkowski,F,0.428,0.412,0.438,0.12,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,2.71,2.24,2.44
42e79984-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Jimmy Howard,G,0.471,0.464,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.93,20.09,17.62
42e03feb-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Darren Helm,F,0.474,0.473,0.466,0.87,0.0,0.31,0.0,0.15,0.07,0.08,0.0,0.28,0.05,0.02,0.0,3.9,6.59,5.39
9132ae27-972d-455d-898c-52042e7349a3,44169bb9-0f24-11e2-8525-18a905767e44,Matt Puempel,F,0.403,0.432,0.406,0.38,0.0,0.0,0.0,0.25,0.0,0.38,0.13,0.13,0.0,0.0,0.0,3.0,2.63,3.13
ab3822e3-9a33-4f42-b90b-a7aa221015fe,44169bb9-0f24-11e2-8525-18a905767e44,Madison Bowey,D,0.426,0.416,0.384,0.47,0.0,0.29,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,5.06,6.59,5.35
42e5f57d-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Brian Lashoff,D,0.375,0.354,0.417,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,2.5,3.0
9217b879-6e4f-4de7-8493-fa6c1fe885dc,44169bb9-0f24-11e2-8525-18a905767e44,Dominic Turgeon,F,0.388,0.407,0.439,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.25,3.0
f8bac683-830d-432e-8646-10bfff06a668,44169bb9-0f24-11e2-8525-18a905767e44,Libor Sulak,D,0.464,0.465,0.453,0.5,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,4.5,7.67,7.83
74f7ebef-81dc-499c-b10a-53a68037de44,44169bb9-0f24-11e2-8525-18a905767e44,Taro Hirose,F,0.374,0.377,0.357,1.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,4.8,4.8,4.8
42e5342c-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Jonathan Ericsson,D,0.442,0.421,0.416,0.37,0.02,0.44,0.02,0.0,0.0,0.0,0.0,0.12,0.02,0.0,0.0,4.25,7.58,6.04
43321f8a-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Dylan McIlrath,D,0.424,0.395,0.4,0.43,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,4.0,5.43,3.43
b7e9bc8b-5d80-408c-ac1a-4a2e2673f0c5,44169bb9-0f24-11e2-8525-18a905767e44,Ryan Kuffner,F,0.38,0.358,0.337,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.9,2.8,3.4
42e5d5f4-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Niklas Kronwall,D,0.485,0.483,0.479,0.24,0.0,0.43,0.03,0.03,0.0,0.04,0.01,0.16,0.0,0.0,0.0,7.08,5.71,6.24
434fa511-0f24-11e2-8525-18a905767e44,44169bb9-0f24-11e2-8525-18a905767e44,Mike Green,D,0.502,0.508,0.509,0.86,0.07,0.81,0.0,0.05,0.02,0.02,0.0,0.35,0.02,0.0,0.0,7.51,6.19,7.09
f07ccc44-97c2-49a9-9855-24433ff93c83,44169bb9-0f24-11e2-8525-18a905767e44,Tyler Bertuzzi,F,0.496,0.483,0.485,0.73,0.12,0.1,0.01,0.19,0.04,0.42,0.08,0.32,0.03,0.0,0.0,5.84,5.71,5.45
f6489773-5007-4878-961a-9fac50653e65,44169bb9-0f24-11e2-8525-18a905767e44,Kaden Fulcher,G,0.414,0.458,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,7.0
b8fce476-46ff-4513-9461-24df614e638a,44169bb9-0f24-11e2-8525-18a905767e44,Harri Sateri,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f8f58c6e-90aa-4127-b59c-3dba9d8a454d,44169bb9-0f24-11e2-8525-18a905767e44,Michael Rasmussen,F,0.471,0.471,0.473,0.53,0.03,0.05,0.02,0.19,0.02,0.19,0.05,0.19,0.02,0.02,0.0,4.11,3.53,4.02
ec52c991-e52f-4820-9fdd-81a11c797bea,44169bb9-0f24-11e2-8525-18a905767e44,Nick Jensen,D,0.496,0.496,0.496,0.45,0.02,0.37,0.0,0.07,0.0,0.02,0.0,0.2,0.02,0.0,0.0,6.0,9.4,6.7
bdf6564c-c442-4fe1-851c-38f6ca967a09,44169bb9-0f24-11e2-8525-18a905767e44,Martin Frk,F,0.451,0.444,0.45,0.23,0.0,0.37,0.03,0.07,0.0,0.03,0.0,0.17,0.0,0.03,0.0,3.6,1.8,2.87
199bbfce-cac6-421b-888f-d1229df277bc,44169bb9-0f24-11e2-8525-18a905767e44,Jake Chelios,D,0.44,0.418,0.418,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.2,5.6,4.2
e80e9320-e1d3-48e7-9821-16941d12179f,44169bb9-0f24-11e2-8525-18a905767e44,Andreas Athanasiou,F,0.455,0.445,0.431,1.62,0.2,0.3,0.04,0.39,0.09,0.07,0.01,0.38,0.05,0.01,0.0,7.38,4.46,5.7
8ea9bd13-8dff-4317-abfc-f32fdff2ef98,44169bb9-0f24-11e2-8525-18a905767e44,Jacob de la Rose,F,0.431,0.417,0.429,0.45,0.03,0.08,0.0,0.05,0.0,0.03,0.02,0.22,0.0,0.02,0.0,2.7,3.83,3.05
38a00f82-e70d-4a2b-b9c0-b10fe6756229,44169bb9-0f24-11e2-8525-18a905767e44,Filip Zadina,F,0.377,0.346,0.328,1.44,0.0,0.22,0.11,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,6.33,3.56,5.11
e16bf6b8-b7ba-4ab1-b3b2-b21c83cd622e,44169bb9-0f24-11e2-8525-18a905767e44,Anthony Mantha,F,0.55,0.535,0.547,1.3,0.15,0.49,0.06,0.24,0.03,0.15,0.03,0.67,0.1,0.06,0.0,7.55,3.87,5.28
ff789420-8c6c-4214-8e6e-e9e312c1f814,4416ba1a-0f24-11e2-8525-18a905767e44,Danton Heinen,F,0.531,0.532,0.538,1.05,0.09,0.04,0.0,0.05,0.0,0.16,0.05,0.21,0.0,0.0,0.0,4.87,3.55,4.3
4f130bf0-9daf-4765-98c2-fb79bd4bd76d,4416ba1a-0f24-11e2-8525-18a905767e44,Connor Clifton,D,0.568,0.555,0.557,0.32,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,5.79,4.58,6.26
69b35311-8876-4c70-9873-c4ad0abb4401,4416ba1a-0f24-11e2-8525-18a905767e44,Ryan Donato,F,0.545,0.523,0.556,1.32,0.09,0.21,0.03,0.26,0.03,0.03,0.0,0.21,0.03,0.15,0.0,5.44,2.03,4.21
3a898a31-4f9f-42e9-b36d-ad20974816d4,4416ba1a-0f24-11e2-8525-18a905767e44,Colby Cave,F,0.493,0.507,0.494,0.65,0.05,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,3.8,4.9,3.95
2efe2b44-60ea-4e72-a8d0-22d10b0b21e7,4416ba1a-0f24-11e2-8525-18a905767e44,Anders Bjork,F,0.487,0.52,0.51,0.6,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.0,3.65,2.3,3.25
f11a9790-eb02-4866-b4f0-9fa18c23368b,4416ba1a-0f24-11e2-8525-18a905767e44,Anton Blidh,F,0.5,0.556,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0
f50b745b-1511-47a7-996b-5d8dd735c075,4416ba1a-0f24-11e2-8525-18a905767e44,Karson Kuhlman,F,0.558,0.546,0.576,1.0,0.27,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,3.82,3.73,3.64
42e8baa0-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,Patrice Bergeron,F,0.563,0.567,0.553,1.65,0.25,0.22,0.0,0.17,0.03,0.28,0.09,0.74,0.09,0.05,0.0,9.94,6.89,5.72
a78b4782-c5d4-4bad-a765-3e4b95a7fb90,4416ba1a-0f24-11e2-8525-18a905767e44,Brandon Carlo,D,0.529,0.53,0.531,0.86,0.01,0.4,0.0,0.01,0.0,0.0,0.0,0.33,0.01,0.0,0.0,6.28,8.4,6.0
55888206-cde2-4d2e-b30d-fe6c6ad902ad,4416ba1a-0f24-11e2-8525-18a905767e44,Chris Wagner,F,0.493,0.503,0.514,1.12,0.07,0.07,0.01,0.09,0.01,0.21,0.05,0.22,0.01,0.03,0.0,2.8,4.96,4.5
807041d6-1c8a-439d-bc6a-1f1e27b221c8,4416ba1a-0f24-11e2-8525-18a905767e44,Kevan Miller,D,0.497,0.513,0.525,0.38,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,4.49,5.77,5.9
42dd6452-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,John Moore,D,0.496,0.5,0.5,0.87,0.07,0.26,0.0,0.08,0.0,0.0,0.0,0.34,0.0,0.03,0.0,5.48,6.41,6.02
813d6f7b-8ed4-456a-8ffe-295a858c6376,4416ba1a-0f24-11e2-8525-18a905767e44,Urho Vaakanainen,D,0.63,0.591,0.588,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,2.0,4.0
8d638c0b-3d3a-46b0-9cb1-99c0b3fce9e2,4416ba1a-0f24-11e2-8525-18a905767e44,Gemel Smith,F,0.4,0.359,0.429,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,2.0,3.33,2.67
42ef7cc9-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,Tuukka Rask,G,0.533,0.545,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.74,17.52,17.22
83531587-6808-4876-b571-c0f0ff0b1d69,4416ba1a-0f24-11e2-8525-18a905767e44,Sean Kuraly,F,0.49,0.503,0.525,1.14,0.03,0.1,0.0,0.25,0.03,0.06,0.0,0.28,0.06,0.04,0.0,2.68,5.55,4.52
42eba095-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,Brad Marchand,F,0.552,0.555,0.543,1.78,0.25,0.18,0.01,0.22,0.05,0.13,0.03,0.59,0.11,0.05,0.01,10.11,6.29,5.82
99c46ff4-d064-4df8-8ec4-2c3c4ad0aaef,4416ba1a-0f24-11e2-8525-18a905767e44,Zach Senyshyn,F,0.548,0.545,0.381,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.5,5.5,3.5
ef1dbdd6-20dd-4725-8cf0-bb69d4477a4d,4416ba1a-0f24-11e2-8525-18a905767e44,Jakub Zboril,D,0.556,0.65,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,1.5,2.5
f7022a02-6f00-11e2-a3e0-f4ce4684ea4c,4416ba1a-0f24-11e2-8525-18a905767e44,Charlie Coyle,F,0.549,0.55,0.564,1.52,0.05,0.05,0.0,0.14,0.05,0.1,0.05,0.24,0.0,0.0,0.0,4.57,5.38,4.33
935c8c48-7d3c-46fd-a6a4-07bf5195495a,4416ba1a-0f24-11e2-8525-18a905767e44,Zane McIntyre,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436f36e3-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,Torey Krug,D,0.553,0.551,0.534,1.03,0.05,0.86,0.02,0.06,0.0,0.02,0.0,0.39,0.03,0.0,0.0,11.97,4.94,5.73
42edc16b-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,Zdeno Chara,D,0.538,0.545,0.547,0.58,0.05,0.77,0.03,0.0,0.0,0.02,0.0,0.23,0.0,0.0,0.0,5.44,8.5,6.24
62207370-ad28-485d-856d-ddf7d4806b7b,4416ba1a-0f24-11e2-8525-18a905767e44,Daniel Vladar,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564ab910-104e-4cc9-944a-5e0f8ee9e5ac,4416ba1a-0f24-11e2-8525-18a905767e44,Jake DeBrusk,F,0.557,0.56,0.556,1.5,0.19,0.03,0.0,0.25,0.06,0.34,0.13,0.24,0.03,0.0,0.0,7.76,3.28,4.4
72d92fa8-71ce-4437-adb5-e861e5f6f55f,4416ba1a-0f24-11e2-8525-18a905767e44,Charlie McAvoy,D,0.539,0.554,0.552,0.74,0.06,0.37,0.02,0.02,0.0,0.0,0.0,0.33,0.06,0.0,0.0,7.28,6.87,6.93
a97bdbff-c16b-42c3-a3de-e1e8aa8ad9dc,4416ba1a-0f24-11e2-8525-18a905767e44,Matt Grzelcyk,D,0.51,0.516,0.525,0.61,0.0,0.47,0.03,0.03,0.0,0.0,0.0,0.26,0.02,0.0,0.0,5.94,5.5,6.29
f3a882d3-b52f-4ea2-a058-ccee194f6e7b,4416ba1a-0f24-11e2-8525-18a905767e44,Peter Cehlarik,F,0.611,0.623,0.592,0.9,0.05,0.0,0.0,0.1,0.0,0.35,0.05,0.2,0.1,0.0,0.0,5.5,2.9,2.95
4cbb6b21-c745-4141-8bb4-3bdc92eb2ce5,4416ba1a-0f24-11e2-8525-18a905767e44,Paul Carey,F,0.566,0.541,0.536,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.5,3.0
42d6814d-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,Jaroslav Halak,G,0.516,0.515,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,19.05,17.9
69cc1757-78c5-4461-bde3-2b252854ecb8,4416ba1a-0f24-11e2-8525-18a905767e44,David Pastrnak,F,0.557,0.563,0.548,1.83,0.18,0.58,0.06,0.35,0.03,0.2,0.08,0.59,0.23,0.0,0.0,10.39,4.41,5.79
434c020d-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,Marcus Johansson,F,0.527,0.549,0.563,1.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.8,3.8
d5572767-5c03-461f-a52a-7818960332dd,4416ba1a-0f24-11e2-8525-18a905767e44,Joakim Nordstrom,F,0.497,0.504,0.491,0.84,0.07,0.06,0.0,0.07,0.0,0.26,0.01,0.21,0.01,0.0,0.0,3.41,4.21,4.23
429da7c1-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,Lee Stempniak,F,0.556,0.471,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0
42cf2009-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,David Backes,F,0.542,0.55,0.549,1.23,0.06,0.03,0.0,0.1,0.0,0.11,0.04,0.37,0.01,0.01,0.0,4.04,3.81,4.07
504834b6-70c1-462f-80a9-5e5380c09389,4416ba1a-0f24-11e2-8525-18a905767e44,Steven Kampfer,D,0.543,0.557,0.558,0.51,0.06,0.37,0.0,0.03,0.0,0.03,0.0,0.2,0.03,0.0,0.0,4.37,3.4,4.8
8c8c5fd6-272e-4c17-ae32-2e3d8e5a1aa8,4416ba1a-0f24-11e2-8525-18a905767e44,Noel Acciari,F,0.494,0.514,0.527,0.85,0.04,0.08,0.0,0.11,0.01,0.1,0.01,0.13,0.01,0.08,0.0,2.26,5.08,4.36
41acc046-28ad-430f-94e5-604d7f35daff,4416ba1a-0f24-11e2-8525-18a905767e44,Trent Frederic,F,0.5,0.491,0.496,0.93,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.07,0.0,0.0,0.0,2.73,2.33,3.13
37a658e2-669a-4a02-abbf-1e4bebf293e2,4416ba1a-0f24-11e2-8525-18a905767e44,Jeremy Lauzon,D,0.499,0.522,0.528,0.31,0.0,0.38,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,5.06,4.88
42e9e6e2-0f24-11e2-8525-18a905767e44,4416ba1a-0f24-11e2-8525-18a905767e44,David Krejci,F,0.566,0.565,0.559,1.0,0.11,0.23,0.06,0.16,0.01,0.07,0.01,0.26,0.05,0.0,0.0,7.41,4.02,4.85
1d7705dd-d3f3-437b-b6f4-cea579dddbc1,4416ba1a-0f24-11e2-8525-18a905767e44,Jakob Forsbacka Karlsson,F,0.499,0.5,0.538,0.68,0.11,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.21,2.32,3.71
b3e7060b-854d-4d98-bf86-6e1358f1fb68,4416d559-0f24-11e2-8525-18a905767e44,Brendan Guhle,D,0.382,0.25,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,2.5,5.0
d4dd5956-5c99-4e69-b21f-713b64327eca,4416d559-0f24-11e2-8525-18a905767e44,Linus Ullmark,G,0.492,0.497,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,19.76,17.92
179af1df-6148-4ea7-bdb4-125b9a82ea86,4416d559-0f24-11e2-8525-18a905767e44,Victor Olofsson,F,0.596,0.607,0.619,2.5,0.17,0.67,0.17,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,8.17,4.33,5.67
0a56cb1f-c5eb-45ea-bd4b-393b33dd1ae3,4416d559-0f24-11e2-8525-18a905767e44,Rasmus Ristolainen,D,0.479,0.48,0.483,1.13,0.04,0.64,0.03,0.1,0.0,0.01,0.0,0.4,0.0,0.04,0.0,8.77,9.06,7.32
4355ce45-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Zach Bogosian,D,0.481,0.479,0.475,0.48,0.0,0.6,0.02,0.05,0.02,0.03,0.0,0.28,0.02,0.0,0.0,5.34,8.18,6.4
eaf2aaab-5b60-4a1d-9c70-1e8e142598be,4416d559-0f24-11e2-8525-18a905767e44,Zemgus Girgensons,F,0.482,0.48,0.471,0.57,0.06,0.08,0.01,0.25,0.0,0.06,0.0,0.1,0.0,0.0,0.0,1.53,7.78,4.5
4a266011-6fad-44a8-930d-3e42c76e325b,4416d559-0f24-11e2-8525-18a905767e44,Alexander Nylander,F,0.553,0.532,0.507,0.42,0.0,0.33,0.17,0.17,0.0,0.08,0.0,0.33,0.0,0.0,0.0,5.92,2.42,2.92
432816ce-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Kyle Okposo,F,0.485,0.481,0.483,1.32,0.12,0.04,0.0,0.13,0.01,0.1,0.01,0.24,0.03,0.03,0.0,4.82,3.78,3.88
42cf65c7-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Patrik Berglund,F,0.484,0.479,0.44,0.52,0.04,0.09,0.0,0.04,0.0,0.04,0.0,0.26,0.04,0.09,0.0,2.65,7.43,4.52
42f23c45-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Jason Pominville,F,0.517,0.515,0.512,0.82,0.11,0.27,0.03,0.22,0.05,0.15,0.03,0.38,0.01,0.0,0.0,4.55,3.37,4.05
8e519d06-d837-48ea-868b-7508ababc279,4416d559-0f24-11e2-8525-18a905767e44,Scott Wilson,F,0.494,0.465,0.488,0.87,0.0,0.27,0.0,0.0,0.0,0.13,0.0,0.27,0.0,0.07,0.0,2.4,4.8,3.13
b94c7db3-3cda-4ae0-8359-8ebd60eb658c,4416d559-0f24-11e2-8525-18a905767e44,Tage Thompson,F,0.469,0.465,0.452,1.15,0.09,0.15,0.02,0.11,0.0,0.06,0.0,0.15,0.02,0.02,0.0,3.48,3.28,3.31
4f93f0be-0966-4e29-95ea-cc95b450bd57,4416d559-0f24-11e2-8525-18a905767e44,Johan Larsson,F,0.504,0.498,0.487,0.68,0.05,0.03,0.0,0.12,0.01,0.1,0.01,0.12,0.0,0.01,0.0,1.75,8.99,4.44
837592f3-a555-478d-a4bd-0940c948a984,4416d559-0f24-11e2-8525-18a905767e44,Scott Wedgewood,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a5e54f64-6198-498f-b402-1c211f68caab,4416d559-0f24-11e2-8525-18a905767e44,Evan Rodrigues,F,0.508,0.513,0.507,1.49,0.09,0.27,0.0,0.14,0.03,0.03,0.0,0.34,0.0,0.0,0.0,5.03,6.16,3.97
4db78d8c-29d0-4d0e-9e20-0b891e5e830f,4416d559-0f24-11e2-8525-18a905767e44,Lawrence Pilut,D,0.534,0.538,0.517,0.85,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.0,5.94,6.03,5.39
42bda0cb-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Marco Scandella,D,0.462,0.46,0.476,0.63,0.08,0.44,0.0,0.1,0.0,0.02,0.02,0.13,0.0,0.0,0.0,5.19,7.03,6.1
42d0c7ba-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Vladimir Sobotka,F,0.447,0.445,0.436,0.68,0.06,0.07,0.0,0.07,0.01,0.03,0.0,0.17,0.0,0.01,0.0,3.1,6.48,3.86
819088d8-5501-4b4d-84af-fd877d6c6995,4416d559-0f24-11e2-8525-18a905767e44,Matt Hunwick,D,0.459,0.441,0.422,0.36,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,4.36,4.71,4.57
430d41f7-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Nathan Beaulieu,D,0.495,0.493,0.462,0.73,0.03,0.27,0.0,0.0,0.0,0.03,0.03,0.13,0.03,0.0,0.0,5.03,4.83,4.07
64071bcb-5a39-4c02-a644-133cd7fda510,4416d559-0f24-11e2-8525-18a905767e44,Danny O'Regan,F,0.474,0.533,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0
d4fb4274-a59f-4705-821e-dba04967570f,4416d559-0f24-11e2-8525-18a905767e44,Sam Reinhart,F,0.511,0.515,0.512,1.3,0.12,0.09,0.04,0.23,0.04,0.28,0.05,0.35,0.05,0.0,0.0,9.15,4.22,6.23
a719751e-58f4-44e6-a8a3-b0fcfe5add7c,4416d559-0f24-11e2-8525-18a905767e44,Rasmus Dahlin,D,0.523,0.518,0.513,1.21,0.09,0.57,0.02,0.02,0.0,0.0,0.0,0.33,0.0,0.01,0.0,8.8,4.77,6.11
435afbf4-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Jeff Skinner,F,0.522,0.521,0.521,1.95,0.29,0.23,0.01,0.54,0.1,0.11,0.0,0.3,0.05,0.05,0.01,9.56,3.61,6.0
802d4035-cd9a-491a-82bb-910a3b24f16c,4416d559-0f24-11e2-8525-18a905767e44,Remi Elie,F,0.435,0.427,0.394,0.31,0.0,0.0,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.0,0.0,2.44,3.31,3.56
5b7a067a-5f66-11e2-9e6b-f4ce4684ea4c,4416d559-0f24-11e2-8525-18a905767e44,Matt Tennyson,D,0.539,0.541,0.518,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,4.25,4.0
429246c1-0f24-11e2-8525-18a905767e44,4416d559-0f24-11e2-8525-18a905767e44,Carter Hutton,G,0.495,0.489,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.34,16.72
41f16295-352c-4b37-ae82-330cfc1fc970,4416d559-0f24-11e2-8525-18a905767e44,Jake McCabe,D,0.483,0.485,0.48,0.64,0.05,0.22,0.0,0.02,0.0,0.03,0.0,0.17,0.02,0.0,0.0,4.76,7.64,6.46
29c261cf-ad6a-4f70-808e-891a05e8cf47,4416d559-0f24-11e2-8525-18a905767e44,Conor Sheary,F,0.515,0.51,0.505,1.24,0.15,0.1,0.01,0.22,0.01,0.15,0.01,0.13,0.0,0.01,0.0,6.32,2.55,4.36
3b5c3626-88a7-40e6-beb3-f6209f0ac07a,4416d559-0f24-11e2-8525-18a905767e44,C.J. Smith,F,0.518,0.509,0.483,0.91,0.09,0.09,0.0,0.0,0.0,0.27,0.09,0.36,0.0,0.0,0.0,2.64,3.27,3.09
e198a0bf-fcb3-4638-8f7c-955a55532cbd,4416d559-0f24-11e2-8525-18a905767e44,Will Borgen,D,0.547,0.51,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,6.25,7.0
b82e05ea-3df0-4085-88a3-bcc7c1efec83,4416d559-0f24-11e2-8525-18a905767e44,Casey Mittelstadt,F,0.485,0.474,0.482,1.06,0.12,0.04,0.0,0.19,0.03,0.06,0.01,0.17,0.03,0.0,0.0,6.04,2.14,3.27
51f883e8-3d4a-4cfa-9dbb-d9f3b90aba17,4416d559-0f24-11e2-8525-18a905767e44,Casey Nelson,D,0.521,0.52,0.511,0.47,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.0,0.0,4.55,4.74,4.87
